,rate
21124,4.1
24691,3.9
21820,4.1
45989,3.5
5005,3.9
19569,4.0
119,3.1
9750,3.3
45367,4.2
17162,3.4
23456,4.4
43338,4.3
42069,3.3
16718,3.5
10860,4.7
36576,4.5
22928,3.7
33489,3.6
29277,3.5
40156,3.9
293,3.7
7140,4.1
50064,4.3
42906,4.0
8296,3.5
35098,4.1
44479,3.2
32684,3.9
17934,3.3
10225,3.6
47342,3.5
40959,4.1
4640,2.1
36514,3.3
43465,2.9
23945,2.9
22185,3.1
19781,3.8
40528,4.4
10564,4.0
10538,3.9
33651,4.0
27345,4.0
6195,4.1
42881,3.3
33825,3.9
32451,4.3
44636,3.7
51308,3.7
42064,3.5
29487,3.9
12244,3.8
42910,3.5
4723,2.8
21098,3.8
28724,3.5
28868,3.3
35094,3.9
13138,3.2
35299,3.9
13437,3.8
15600,4.3
50927,4.6
1182,4.1
14250,3.1
15576,3.2
14142,3.6
265,2.5
21523,3.2
13496,3.3
9515,3.3
32105,4.0
32844,3.9
14090,3.8
14198,3.6
47096,3.8
47519,3.3
13303,4.2
48977,3.5
48981,4.0
32505,4.5
45370,3.5
50964,3.8
3277,3.5
48334,3.9
12375,4.0
3916,3.6
43101,3.6
3097,3.0
21257,3.7
16843,3.8
46089,3.1
37717,4.1
8942,3.3
9700,3.2
40352,3.5
23165,4.2
43548,3.8
6747,4.0
29498,3.9
4645,3.2
45400,3.5
39085,3.5
40208,2.8
20796,3.6
50294,3.1
10758,4.0
21085,3.8
26239,2.9
17860,3.0
39777,3.9
18643,4.7
17072,3.9
7060,3.6
32151,3.6
34733,4.5
24780,4.0
14263,3.2
50587,3.2
15879,4.5
44369,3.3
14216,3.6
30387,3.8
27575,4.5
15934,2.7
39751,3.7
5791,3.2
7513,3.7
12666,3.9
38953,3.9
3794,3.6
25551,3.7
11428,3.8
6287,3.4
37588,3.3
47984,4.4
20615,2.6
40780,3.8
19665,4.2
39934,3.0
3569,3.9
25157,4.1
3082,4.2
41147,3.5
33674,4.3
29387,3.9
43357,3.9
16301,4.0
44106,3.6
903,4.0
11580,3.0
11009,3.9
14794,4.4
12633,4.2
15149,4.1
9235,3.1
42129,3.3
10248,3.7
45709,4.0
22066,4.1
36603,3.8
8406,3.9
47361,4.0
20059,3.6
12431,3.8
20456,3.5
41354,3.1
32923,3.4
866,3.3
16062,3.7
26596,3.8
20812,3.2
30366,3.7
49600,2.9
11076,3.4
26,3.8
19661,4.2
28728,3.8
20567,3.0
50615,4.0
15520,2.8
47214,3.6
35802,3.7
31290,4.0
25946,3.2
5611,4.1
42776,4.2
37867,4.2
32982,4.4
3317,3.8
9559,2.9
20857,3.5
16275,3.2
12389,4.1
33853,3.6
76,4.1
6343,4.4
27234,3.9
43821,3.1
22508,3.8
34894,3.8
37320,3.4
33703,4.0
5873,3.9
22291,4.1
35839,3.8
23968,3.2
494,4.3
12703,3.6
20972,3.9
38136,3.5
47558,3.4
31736,3.8
42068,3.2
13664,3.9
1742,3.4
25403,4.0
51274,2.9
3904,3.7
40564,3.9
48919,3.5
18832,3.4
7955,3.8
23166,4.1
5821,3.7
36044,4.4
5650,4.1
39622,3.8
27795,3.3
16908,3.8
11032,3.8
2329,3.0
27137,3.9
15454,3.6
47105,2.9
20488,3.2
3065,3.7
23831,4.3
30007,3.8
23253,2.6
47321,3.7
2407,4.1
28560,4.2
26184,3.7
42718,3.7
17506,4.1
229,3.6
12273,3.2
33915,4.4
35198,3.4
17273,2.7
28659,4.3
8262,4.2
41883,3.4
25431,4.3
18823,3.7
35949,3.2
48075,4.1
35811,3.6
48238,4.5
22118,4.4
33838,3.8
11569,2.8
12265,4.1
29929,3.6
6383,3.0
15737,3.1
17111,3.6
8034,3.4
12887,3.7
23671,3.1
45845,4.5
8431,3.3
10003,2.6
28907,3.8
18510,4.2
47590,3.7
46791,4.3
6628,4.1
12519,4.0
39533,3.9
927,4.1
33626,3.0
16593,3.8
9697,3.6
16669,3.6
35659,3.3
5747,3.4
13216,4.0
27515,3.5
34797,4.4
38147,4.2
21718,3.3
19514,4.3
30553,3.9
32343,3.9
29634,4.0
1906,3.9
3908,3.9
32102,4.4
2792,4.1
6165,3.9
29626,3.8
12214,4.1
39565,4.4
20569,3.3
42422,3.0
5950,4.2
28422,4.5
47805,3.5
22727,4.3
46468,3.7
36823,4.1
26297,3.6
22299,4.1
8292,3.8
29853,3.4
34840,3.3
15394,3.5
894,3.6
39011,3.7
9486,3.7
29488,3.9
15732,3.5
13085,4.1
36225,3.6
10579,4.0
25156,3.7
29458,3.3
45522,3.4
47160,3.3
36425,4.4
12270,4.1
33081,3.6
2456,3.2
38607,4.0
22003,3.7
43978,4.1
42654,3.7
38356,3.6
42322,3.8
16525,3.5
49974,2.9
43519,3.9
44945,3.3
32651,4.0
49270,4.2
634,4.3
15805,4.0
37936,4.0
35718,4.0
32406,4.2
36417,3.3
8028,3.6
15594,4.5
11305,3.8
12723,3.7
1224,4.0
42651,3.4
42747,3.6
38624,4.1
29355,3.9
46555,4.3
25390,2.4
27378,3.5
42180,4.0
10513,3.9
6494,3.4
18208,3.5
17084,2.6
6853,3.7
40253,3.7
44864,3.9
40567,3.6
93,3.2
21920,4.0
14593,3.3
43950,4.0
20823,3.9
19418,4.1
37818,3.6
22093,3.5
37520,3.2
7319,3.8
46345,3.9
31280,4.6
3717,3.3
28515,3.8
6990,3.3
36822,3.1
35205,3.8
21861,3.8
33006,3.7
42578,4.3
26629,3.5
48984,4.1
42200,3.5
33504,3.2
19725,3.6
11670,4.0
44013,3.2
48585,4.2
29092,3.4
35029,3.6
26443,3.4
32699,4.2
8737,3.7
1235,3.6
8862,4.0
18064,3.9
51622,3.5
38641,4.3
16521,3.8
56,3.8
18192,3.3
45358,2.9
37899,4.0
40365,3.7
19764,3.9
9630,3.6
2885,3.4
16203,4.1
45638,3.9
13467,3.8
46354,2.3
6709,4.4
45584,3.0
35869,3.0
47288,4.4
48556,3.1
24174,3.3
15775,3.8
36324,3.2
26994,3.9
19634,3.5
18342,3.5
23755,3.2
48290,4.2
14448,3.4
840,3.2
18087,3.0
13955,3.6
11618,4.3
25060,3.4
18113,4.1
29293,4.2
32091,3.8
5590,4.1
23583,3.6
7779,3.2
27077,3.8
43215,3.7
19025,3.2
16770,4.5
27498,3.9
43892,3.3
573,4.0
36084,3.7
28875,3.2
19943,4.4
3448,4.1
34220,4.0
35351,4.2
44699,4.5
21512,3.6
8138,3.2
45102,3.6
31789,3.7
26069,3.3
14742,3.8
19390,4.0
26972,3.6
43895,4.2
16074,2.4
13332,4.2
28718,3.9
23678,3.6
45048,3.5
46192,3.5
5471,3.8
10782,3.3
41063,3.2
5233,3.6
20029,3.3
1359,3.4
38940,4.1
3393,2.5
14053,4.2
17669,4.2
27295,3.9
42961,3.5
32550,4.5
20882,3.5
31872,3.6
45668,3.4
40722,4.0
15871,3.7
33576,3.6
27253,3.8
41128,4.0
50041,3.0
527,3.2
39632,3.7
28394,4.2
34688,4.4
19455,4.0
39863,3.8
3489,4.0
41180,2.8
37450,3.5
23376,3.7
18030,4.3
17891,3.9
7369,4.1
40845,3.4
36963,3.5
30358,3.0
9832,3.8
30001,3.6
27218,3.6
15016,4.0
42008,3.8
50158,4.1
12856,3.8
8886,3.9
32410,3.7
21094,4.0
11298,3.5
13046,3.8
17992,3.2
24603,3.9
51087,4.0
44326,4.0
11420,3.3
5848,4.5
40909,4.0
27820,3.4
4710,3.6
32827,4.0
29776,4.0
38169,4.0
46719,3.8
12590,3.9
50077,4.0
14596,4.0
17355,3.8
30413,3.5
22226,3.9
8384,3.7
21356,3.8
42668,3.1
18765,4.0
15635,3.9
28902,3.5
34215,3.7
45432,3.0
3318,3.4
23130,3.2
892,3.6
30231,3.7
6754,3.8
27055,4.1
41581,4.0
41356,3.5
38299,3.9
38071,4.1
49204,3.9
38266,4.0
14094,3.6
36653,3.8
5819,3.5
11755,4.1
36774,4.2
24766,4.1
18777,3.7
28357,3.2
4198,3.5
6870,3.0
36809,4.2
35566,3.4
6915,3.1
47245,4.1
49145,3.3
1415,3.1
36085,3.5
3998,3.4
26780,4.1
31354,3.7
27493,3.9
27499,3.5
16209,3.5
6748,4.1
19706,3.9
4990,4.0
41579,3.8
23767,3.6
17856,4.5
33055,3.4
6586,3.5
3813,3.8
32422,2.6
44886,3.2
42087,3.6
13557,3.6
17849,4.0
35646,3.7
40408,3.2
22324,4.3
28222,3.8
32192,4.3
34334,3.5
11524,3.9
2418,3.8
13411,2.8
45772,3.5
567,4.2
35240,2.9
47028,3.5
31911,3.4
32080,3.7
13145,3.2
35164,3.6
35537,4.2
40061,3.2
21796,2.6
47997,4.1
47356,4.2
32635,3.5
24256,3.8
36210,2.9
18230,3.4
9609,3.6
46797,3.9
47313,3.9
6156,4.1
14536,3.7
46304,3.2
14146,3.5
6923,4.0
28429,4.2
47947,3.7
8756,4.0
47623,4.2
6097,4.4
47143,3.1
17414,3.6
41375,4.0
49821,3.9
21764,3.9
26752,4.1
23596,4.2
47998,4.2
1408,3.4
34667,4.4
20312,3.6
1632,3.5
44939,4.1
36332,3.0
26632,3.6
11760,3.7
30349,3.3
48063,4.2
1810,3.3
45937,3.5
14750,3.9
37928,3.6
1138,3.1
3198,4.1
7151,3.9
51656,4.1
40484,4.2
42592,3.7
49669,4.0
39420,3.6
49771,3.3
3621,3.7
166,4.1
37621,4.2
18151,3.0
12920,3.9
25345,3.8
37822,3.7
1864,3.4
43005,3.5
38822,3.0
39538,4.0
25154,3.0
14071,3.9
31027,3.7
18497,4.3
4747,3.1
23777,3.3
37511,3.1
19009,3.6
9448,3.5
12569,4.0
40159,2.7
48480,3.0
22364,3.4
35444,3.6
12950,3.3
5247,4.4
6129,4.4
10395,4.1
35249,3.5
39146,4.1
28521,4.1
7234,3.4
40981,4.1
7139,3.0
33149,4.0
14045,3.9
29787,3.2
49992,3.3
50408,2.8
26319,3.5
11860,3.8
2399,3.0
31328,3.5
27747,3.6
32963,3.2
8762,4.1
41609,2.8
34640,3.3
6141,4.1
2866,3.6
12750,2.8
27594,4.0
25906,4.8
36529,3.9
44092,3.4
29788,3.9
1680,3.7
9390,4.2
30249,3.6
14646,3.8
21130,3.9
5253,3.3
48297,3.7
9385,3.4
13850,3.1
49082,3.1
46806,3.9
35825,3.7
45881,3.5
13537,3.8
14262,3.3
35653,3.4
947,2.9
38262,4.1
26078,3.5
9369,3.8
247,3.7
38811,3.3
1355,3.6
27524,2.8
26232,3.7
32221,3.2
5863,3.5
23592,4.4
1779,3.5
42086,3.4
45247,3.7
6325,3.3
27664,3.2
19810,3.0
16524,3.9
25153,3.1
4362,2.5
11487,4.4
24374,3.2
26074,3.2
32297,3.9
38414,3.1
26227,3.1
41334,3.0
3748,4.2
2603,3.9
45893,3.1
40179,3.2
33850,2.8
16819,4.3
25385,3.3
36438,4.6
3486,4.2
19452,3.6
39890,3.3
31312,3.7
22561,3.5
39553,2.7
19252,4.0
10181,3.5
30335,3.2
42888,3.4
26583,4.2
44538,3.3
18679,4.3
48672,3.4
51128,4.0
34658,3.8
38312,3.1
24527,3.7
35264,3.3
20489,3.2
427,3.3
44707,4.3
1141,3.3
24234,3.7
9260,4.1
31286,4.4
32674,3.8
8974,3.6
6428,3.2
46722,3.4
29137,3.4
27354,4.0
2519,4.1
26779,4.2
31104,4.2
30276,3.5
48298,3.8
20225,3.4
28180,4.2
17805,4.0
3223,4.5
17675,4.2
17366,4.7
20112,3.9
37183,3.7
44435,4.1
5468,3.6
7252,3.2
28464,4.1
1624,3.6
41279,3.1
16834,4.0
469,3.8
45474,3.9
43092,3.8
13508,4.0
29743,4.3
17741,4.3
39225,3.5
44837,4.3
6145,4.3
8362,4.3
8117,3.4
4168,3.4
43766,3.9
40375,3.9
6765,3.8
28274,3.7
14574,3.6
44835,4.3
1838,3.9
20227,4.1
21516,3.4
8106,3.2
45116,3.5
17825,3.9
326,3.8
12179,3.5
48975,3.6
44400,3.1
40772,3.6
19859,4.0
24253,3.6
25323,3.4
12763,4.3
10428,3.9
33903,3.1
50277,3.7
17191,4.1
41950,3.3
38666,4.2
47840,3.9
46418,3.2
17309,3.4
14597,4.3
42644,3.5
23683,3.4
15168,3.8
34730,4.2
42420,4.3
49515,2.8
47393,3.2
31801,3.4
1870,3.6
28216,4.1
2616,3.9
13343,3.7
11616,4.1
17460,3.3
25713,3.9
35391,3.5
32698,3.7
2682,3.6
16086,3.6
41466,3.3
10930,4.1
1904,4.1
9445,2.9
38999,3.4
30374,3.8
27363,3.6
44608,3.4
29464,3.3
30551,3.4
23229,3.7
14003,2.9
16536,3.3
23004,3.4
25321,3.3
39916,3.0
21841,4.2
45970,3.2
43293,4.3
11034,3.8
39626,4.2
8922,3.2
25929,3.8
36393,4.6
17066,2.9
5588,3.2
10886,4.8
44332,3.5
40060,3.4
23329,3.9
5093,3.6
42764,3.6
15513,3.4
11114,3.6
34862,3.6
18521,3.9
37969,3.9
30493,4.2
6253,2.8
18720,3.9
14021,3.1
28383,4.7
20849,3.0
27229,3.7
20594,3.7
31265,4.2
48264,4.2
6320,3.2
36645,3.9
42639,4.0
30333,3.4
21725,3.8
18756,4.1
7263,3.4
11553,4.3
41733,4.0
22127,3.7
19429,3.8
4690,3.4
33821,3.9
49851,3.5
26928,3.7
36039,4.3
3319,3.7
17217,3.7
2050,3.8
34021,3.9
47620,3.4
11330,3.8
11812,4.2
9784,3.1
36827,3.0
15420,3.9
31682,3.9
45537,3.7
6993,3.4
1596,3.2
73,2.9
21972,4.1
22824,4.0
11941,3.9
48399,3.4
31467,4.4
46433,3.4
39740,3.7
807,3.9
51709,3.7
26822,3.6
17503,4.3
20020,2.8
9905,2.8
6255,3.4
38028,3.5
3465,4.1
50932,4.4
47752,4.1
29829,3.7
21491,3.6
45719,3.7
37934,4.2
27069,3.4
36705,4.0
40488,4.1
42924,3.3
24811,3.5
12889,3.8
43296,4.4
46704,3.3
24364,3.6
21193,3.7
35157,4.1
28278,3.7
1388,2.9
41828,3.1
29565,3.3
42854,4.1
2123,2.9
23270,3.1
13089,3.5
6268,3.7
47517,4.2
23700,3.9
25911,4.6
21035,4.6
19220,3.1
49076,3.7
5604,3.3
23802,3.8
19265,4.1
16443,3.1
14849,4.3
43218,3.8
23593,4.3
20521,4.0
23300,3.5
26809,3.5
26273,3.4
43594,3.3
28992,4.1
38613,4.2
39343,4.5
28666,3.8
35367,4.1
8818,3.7
21779,3.9
7217,3.7
8514,3.2
31310,4.1
43600,3.9
38962,3.9
8989,4.3
13652,3.6
21970,3.9
20621,3.4
25518,3.9
23895,3.8
28634,3.5
27313,3.5
12536,3.9
35658,2.9
37627,4.1
35694,4.1
46301,3.3
48153,3.4
45814,4.2
30224,4.1
19784,4.1
29844,4.1
34365,3.4
43080,3.9
47810,2.7
7427,3.8
44772,4.1
36511,3.5
39430,3.8
38611,4.4
10373,3.7
32394,3.9
6898,3.7
7465,3.8
39033,3.2
8566,3.4
32370,3.9
45875,4.0
50417,3.5
51538,3.6
34384,3.4
35194,4.1
28144,3.8
45984,3.0
25975,4.5
14267,4.0
49071,4.1
17354,3.1
773,3.8
5690,3.0
23714,3.9
13126,3.8
44320,2.5
21228,3.4
40954,3.9
4156,3.6
31309,4.1
7155,4.0
6036,3.1
9048,4.1
1812,3.3
48944,3.9
22441,3.6
14835,3.9
39005,3.7
13730,2.9
14921,4.0
47660,3.2
31989,3.9
50176,3.7
19590,3.8
47616,3.7
5044,4.5
45915,3.9
3935,3.4
51152,3.1
17083,4.0
42963,3.6
40631,4.0
40224,4.0
23622,3.7
44931,3.2
44932,4.6
29763,4.5
31532,3.8
26275,3.9
4801,4.9
24989,4.0
5174,4.3
37970,3.4
241,3.5
10196,4.2
51671,3.9
21163,3.3
13518,3.6
7971,3.5
7896,4.0
35225,4.0
26077,3.3
14814,3.9
25158,4.4
21325,4.2
2943,4.1
41772,3.1
41104,3.8
16010,4.1
25732,3.7
50772,3.1
1262,3.0
16029,3.6
5182,4.0
21672,3.2
35672,3.3
39429,4.1
12378,4.3
13469,3.8
18880,3.4
9664,3.6
1431,3.3
38731,4.0
13005,3.6
32805,4.2
49642,4.2
19211,3.1
37066,3.3
8777,3.3
2777,4.1
34142,3.5
35352,3.0
391,3.7
42317,3.1
3160,3.2
46962,4.3
37668,4.3
44381,4.5
23225,4.0
48472,3.5
31017,4.0
45293,3.5
2314,3.6
22702,4.1
19558,4.5
35063,4.1
51362,3.1
25186,3.6
14404,3.3
8325,3.8
18925,3.9
38490,4.0
34254,3.9
49629,4.6
7179,3.4
29765,3.3
35271,4.2
39598,3.2
50087,3.5
49900,3.9
30833,3.9
34556,3.6
5177,3.9
29584,3.8
19281,4.2
48465,3.6
24098,2.9
32876,3.8
48071,3.9
15829,3.1
43753,3.4
8714,4.1
44794,3.9
7696,4.5
43090,3.7
35506,2.9
34681,4.4
16845,3.4
46916,3.1
5278,3.8
32124,3.9
6005,4.0
48108,4.3
29403,2.9
23411,3.3
40357,4.0
29936,3.7
13084,3.9
41716,3.3
18700,4.5
17241,3.1
482,4.2
17712,3.7
1000,4.2
5530,3.6
48801,3.9
15123,3.2
18310,4.3
17229,3.4
4041,4.0
37490,3.4
28550,4.0
8545,3.8
48602,3.9
45856,4.0
7020,4.7
15862,3.0
50530,4.2
23545,3.2
45940,2.8
19266,4.6
9362,4.4
7818,3.6
45128,3.7
27660,4.1
159,3.7
30199,4.1
24156,2.9
12315,4.1
19702,3.3
127,3.3
29477,4.3
48283,3.9
8509,3.6
2696,4.2
7839,3.6
20356,4.0
41745,3.3
34238,3.8
46964,4.8
18375,4.2
50710,3.3
18780,4.1
3730,3.7
42358,4.3
22049,3.8
20080,3.9
34280,3.5
32373,3.3
37026,3.4
26693,4.2
42444,3.0
44553,3.5
6380,3.2
20358,3.9
32767,4.1
26216,3.5
19887,3.5
11607,4.1
27344,3.4
44390,4.0
8011,3.2
943,4.1
6014,4.2
4058,3.4
32400,4.2
9590,3.7
46972,4.1
23865,3.9
14291,3.7
2160,3.2
26616,4.2
44338,3.2
50016,3.7
28472,4.0
19226,3.0
16530,3.9
39009,3.3
23846,4.4
3423,3.4
9527,2.7
29567,4.5
18043,3.2
19057,3.9
34114,3.8
35751,3.7
32619,3.9
12140,3.2
31500,3.9
3819,3.8
29484,2.9
37229,3.9
9813,3.5
38674,4.1
44878,3.8
42449,4.1
34560,3.8
22241,3.6
35239,3.4
13107,3.7
29723,4.0
38778,4.1
6332,3.8
47292,4.3
25466,3.6
3567,2.7
5724,3.8
28114,3.2
6214,3.9
33572,3.8
42806,3.4
14327,3.5
12163,3.9
15960,4.4
22994,4.1
10224,3.7
21096,3.8
48393,2.9
26428,3.7
19778,3.9
6261,3.3
36239,3.1
18683,4.3
8366,3.8
33881,3.4
13285,3.8
15963,3.7
4267,3.5
35814,4.1
39728,3.3
35785,4.1
18063,3.1
40031,3.7
43353,4.1
44666,3.5
20146,3.8
42785,4.1
42669,3.7
42057,3.2
46443,3.9
21843,3.2
10790,3.7
40914,4.4
4367,3.8
39843,3.4
12653,4.3
9166,3.8
37017,3.8
40190,3.9
41547,4.0
19140,3.9
565,4.2
26148,4.0
34458,3.4
16602,3.1
38048,3.5
49789,3.1
22989,4.1
213,3.2
43521,3.8
49183,3.6
43220,3.7
30618,3.8
11423,3.0
18675,4.4
35788,3.6
16439,3.8
26230,2.9
37778,3.3
46189,3.4
7115,3.8
31764,3.9
48145,3.8
29804,3.3
8645,3.1
1796,3.6
19975,3.3
35270,4.5
40464,4.0
6641,3.9
27333,3.4
35317,3.9
21154,3.4
10928,4.3
29360,3.9
33588,3.0
33491,3.0
185,3.9
25940,3.9
2888,3.9
26289,3.6
44961,3.5
9140,4.1
22393,4.1
50498,3.9
30047,4.2
36379,4.0
1517,3.0
32052,3.9
13562,3.3
44949,4.2
51327,3.9
27048,4.0
37325,3.8
49564,3.9
30975,4.3
40936,3.5
14922,3.7
32331,4.3
30148,4.2
18464,3.2
14041,3.2
33960,4.4
37438,3.5
18956,3.3
33246,3.7
12332,4.1
3961,3.6
39950,3.7
37834,3.8
45778,2.9
20231,3.5
44968,3.7
43558,4.1
42765,3.4
42681,3.6
22087,3.4
50830,3.1
22774,3.1
37208,3.7
15428,2.7
12176,2.8
45230,4.3
29635,3.8
34768,4.2
29942,4.2
10134,3.6
23199,4.2
45255,4.1
33653,4.6
10070,2.9
36655,3.6
36784,4.4
13132,3.5
28565,3.6
36611,4.2
51441,3.5
3306,3.4
34310,3.4
36997,4.2
25587,3.7
6326,3.4
5064,3.6
19026,2.9
27612,3.4
37695,4.1
40686,3.2
32714,3.4
8565,3.7
9444,3.7
45942,3.7
8675,3.7
43905,4.0
16778,3.8
10389,4.9
3885,2.9
17732,3.9
12269,3.6
42134,3.2
25918,3.9
731,3.0
35641,2.8
1909,4.1
25008,4.0
39494,3.9
1471,3.9
23648,3.7
15248,3.2
43178,4.6
3284,2.9
29549,4.0
46474,3.9
11964,4.3
33688,3.9
16964,4.0
1319,4.2
43274,4.2
4288,2.7
9416,4.4
27114,3.9
18509,4.3
40382,3.7
27391,3.2
34914,3.7
21076,3.9
6648,3.9
39847,3.5
13432,4.0
41102,3.3
24739,3.6
7816,3.9
39914,4.0
5262,4.0
10800,3.3
24533,3.4
19063,3.7
3462,4.1
46740,4.0
8339,4.4
7790,3.7
24161,3.8
25531,3.7
19847,3.6
42634,3.3
8319,3.7
32250,3.3
35747,3.5
37776,3.2
37056,3.8
22999,2.9
45527,3.5
29223,4.6
22987,4.1
34741,4.3
11800,3.8
24627,3.7
22031,3.1
12348,4.2
20744,3.5
21463,3.5
41857,3.2
14886,3.0
4467,3.3
36922,4.2
34945,3.9
18662,4.4
43227,3.9
1149,3.5
39090,3.2
34041,4.0
21327,4.0
49624,4.3
4890,3.2
9047,4.1
51032,3.4
10889,4.4
1527,3.5
919,3.7
20604,4.3
25387,4.1
47433,3.0
7520,3.4
49707,3.1
46197,4.1
23776,3.0
48302,4.0
45085,3.4
45185,3.1
24721,3.7
6171,3.9
10463,4.0
13314,4.2
27003,3.8
28412,4.4
50474,3.2
21425,4.0
38546,4.1
27416,3.7
50034,3.2
3338,4.8
10869,4.2
43839,4.4
570,4.0
51358,3.9
7462,4.0
36471,3.9
27117,3.8
561,3.8
40701,3.3
20446,3.8
25735,4.3
41228,3.5
23298,3.5
31750,3.8
31999,4.5
29783,2.9
49658,3.7
1405,2.9
50912,3.8
16720,3.2
47799,4.3
1362,3.5
47055,3.7
2359,2.9
39482,4.1
35316,3.9
40141,2.9
8436,3.9
20704,2.9
24865,3.9
42133,4.1
19431,3.9
28849,3.1
37959,3.4
20436,3.9
8261,4.4
33279,3.8
782,3.9
35589,3.7
26613,3.6
18942,3.1
20090,3.5
29959,4.5
2235,3.6
29542,4.0
26231,3.5
28982,3.8
39118,4.7
42059,3.6
45279,4.0
24692,4.3
20180,2.5
35374,3.5
43529,4.4
47773,3.1
15020,3.8
6537,4.3
3753,3.9
38703,4.2
50414,3.2
49064,3.7
42412,3.9
7672,4.2
42535,3.9
41153,3.7
32239,3.8
35857,3.8
40989,4.0
10946,4.3
41676,3.4
16912,4.0
40366,3.4
47540,3.6
15,3.8
48372,4.3
17160,3.8
26323,3.4
10296,4.0
34231,3.5
3407,3.8
22023,3.8
30139,4.0
50197,2.9
25489,3.8
22990,4.3
25361,3.7
25659,3.0
51524,3.1
3830,3.8
18872,3.9
47161,3.1
9623,3.3
37847,3.9
3493,4.2
5431,3.6
44399,3.3
15705,3.3
23112,4.0
18850,3.8
20904,4.1
31812,3.3
32648,2.9
17211,4.1
29825,3.8
7713,3.9
32041,4.5
34784,4.4
51322,3.6
41837,3.5
30597,2.4
39846,3.9
26435,3.9
37128,3.9
25624,3.2
40844,3.4
29315,4.2
51516,2.8
964,3.4
44423,4.3
14732,3.7
3640,3.8
23856,3.7
28577,3.8
33316,3.4
3064,3.0
36211,3.6
15453,4.1
9370,3.2
39957,3.3
36938,4.3
24857,4.2
39758,3.7
19300,3.1
23073,3.6
15003,3.7
28938,3.9
12013,3.7
47606,4.1
45661,2.8
32280,4.1
16373,3.8
39946,3.4
18696,4.1
21594,3.7
39832,3.7
15857,4.1
250,3.5
7775,3.3
7050,4.1
3795,4.3
22692,3.3
17463,3.2
35269,3.6
11155,4.2
34738,4.1
17515,4.1
46157,4.3
10667,3.7
953,3.3
3467,4.1
33062,3.9
2653,4.5
45002,4.3
31217,3.0
44143,4.0
30237,3.7
47716,3.7
44040,3.7
514,3.2
44523,4.0
20870,4.2
5912,3.5
9313,3.5
31076,4.0
38820,3.3
50313,3.7
14633,3.9
50771,3.4
48507,3.1
36923,4.2
45965,3.7
28452,4.3
23193,4.0
12690,3.8
19771,3.9
46179,4.0
4817,4.0
38468,4.5
21650,3.6
14923,3.2
42541,3.8
21747,4.1
31603,3.6
17629,3.6
11177,4.0
14631,4.3
48722,3.5
7207,2.1
18809,3.4
27791,4.8
47980,3.8
34483,3.7
3941,3.9
13324,4.3
22163,3.9
24681,4.2
33996,4.1
17632,4.1
5852,4.2
43196,4.3
25987,4.3
15299,3.6
15461,3.3
43066,4.1
16896,4.0
29243,4.4
31855,3.7
25588,4.1
31327,4.1
11196,3.4
20128,3.8
20871,4.2
50239,3.8
13716,3.5
40144,3.7
33487,3.8
19535,3.8
17984,3.1
11779,4.5
25655,3.2
18875,4.3
17187,3.8
6382,3.7
51412,3.7
12725,3.8
11160,3.3
50351,3.4
7507,2.9
18296,3.6
31595,3.3
5594,3.7
28814,3.2
38745,4.1
42459,3.7
14077,3.9
50925,4.2
18745,4.2
18507,4.3
6185,4.3
14287,4.0
47076,2.9
9771,3.0
8549,4.1
36422,4.6
24146,3.7
50347,3.5
23236,3.9
26279,3.7
24677,4.5
46476,3.5
32179,4.2
14382,3.2
43259,4.5
23105,3.7
36642,3.2
44172,4.0
22886,3.6
15856,3.7
15408,3.9
21768,4.4
33854,3.8
34440,3.9
46290,2.7
35254,3.5
26603,4.1
23737,3.4
11503,4.5
13471,3.6
934,4.1
28106,3.8
50558,3.5
30394,3.7
35111,4.0
26774,3.9
35262,3.5
27945,4.0
21686,3.5
10449,3.5
2887,3.7
36231,3.6
264,3.9
39132,4.0
25541,4.3
50926,4.5
14686,3.8
15584,4.7
2114,3.9
23922,3.3
11302,3.1
21230,3.7
16633,3.5
6665,3.9
13104,3.6
1211,3.5
40550,2.9
49593,4.2
28492,4.2
5577,3.8
8297,2.7
41049,3.4
18406,2.9
21848,4.0
1137,3.1
37641,3.8
10607,3.5
3814,3.5
32169,4.4
29320,4.1
19510,3.8
40533,2.9
6730,3.5
4012,3.6
12488,4.1
5287,3.5
33374,3.8
9517,3.4
1118,3.8
35410,3.5
24704,4.1
27307,3.9
30926,4.6
48364,3.9
27165,4.1
31380,2.7
12675,4.2
26030,3.4
25668,3.8
12571,4.5
30053,4.1
7003,3.3
25885,3.4
38761,3.8
35231,4.1
6659,3.3
42506,3.3
19557,3.9
16050,3.3
32194,3.6
50316,3.7
43193,4.2
2579,3.8
19578,3.2
1093,3.7
9418,4.0
4866,3.5
22083,3.8
29085,3.1
35960,3.6
12626,4.2
40269,4.0
26984,3.4
14575,4.4
27205,3.5
4145,3.9
49086,2.9
45126,3.2
13600,3.9
27961,3.0
45906,4.0
25171,4.5
761,4.0
25446,3.8
49768,3.7
280,3.1
1194,3.1
2292,4.4
47294,4.1
48790,4.3
8380,4.2
46891,3.9
45465,3.5
14713,3.6
40632,3.9
23302,2.7
47846,3.9
31155,3.8
51595,3.2
41807,3.6
4185,4.1
41830,3.6
7951,3.6
50737,3.3
43485,3.2
24206,3.6
34472,3.8
9918,3.3
35513,3.1
27816,2.8
48018,4.0
25439,3.9
47999,4.5
21850,3.4
23404,3.9
48525,3.4
44848,4.2
